ST-CD	YEAR	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC	ANNUAL
TX-09	1975	0.67	1.08	0.53	1.48	5.78	3.05	3.48	2.58	3.74	2.34	0.24	0.75	25.71
TX-09	1976	0.4	0.03	0.94	5.16	3.64	1.26	7.69	1.37	4.13	6.93	3.09	2.34	36.97
TX-09	1977	1.91	0.86	0.46	4.39	2.08	2.64	0.55	0.74	1.43	2.28	1.44	0.26	19.04
TX-09	1978	0.79	0.74	0.17	1.04	2.58	3.88	1.21	3.81	5.01	1.76	1.64	1.38	24.02
TX-09	1979	1.64	1.02	1.11	4.5	1.88	4.75	2.06	1.58	3.01	0.15	0.55	1.22	23.46
TX-09	1980	1.05	0.76	0.46	0.43	6.36	0.08	0.71	7.28	2.58	0.62	3.43	0.7	24.47
TX-09	1981	1.95	0.77	1.93	2.7	5.88	6.91	1.66	4.13	1.61	4.54	0.15	0.57	32.8
TX-09	1982	0.25	3.07	0.4	1.9	3.97	1.36	0.46	1.06	1.46	2.87	2.37	1.36	20.52
TX-09	1983	0.89	2.51	1.66	0.02	1.82	2.93	2.66	1.97	3.04	2.32	1.3	0.38	21.51
TX-09	1984	2.24	0.49	0.59	0.32	2.28	1.03	1.21	0.8	2.33	4.76	0.99	1.9	18.91
TX-09	1985	2.11	1.24	2.09	3.29	3.63	3.62	1.72	0.59	3.56	5.24	2.53	0.38	30.02
TX-09	1986	1.13	0.9	0.35	1.22	4.27	3.57	0.39	1.12	2.27	6.32	1.52	3.84	26.9
TX-09	1987	1.04	3.19	0.81	1.22	5.3	6.75	1.71	2.16	1.34	0.44	1.82	0.95	26.72
TX-09	1988	0.53	0.66	0.69	0.82	1.99	1.7	2.01	1.39	3.35	1.91	0.2	0.31	15.56
TX-09	1989	1.66	0.55	0.66	2.34	0.53	1.99	0.97	1.9	1.45	2.16	0.88	1.02	16.12
TX-09	1990	0.72	2.25	2.56	3.42	1.57	0.21	6.34	1.48	3.26	1.52	1.67	0.16	25.17
TX-09	1991	2.01	2.5	0.64	2.48	3.03	3.59	1.57	1.81	4.25	1.06	0.26	5.6	28.81
TX-09	1992	4.11	3.93	1.74	3.99	4.84	2.58	2.08	1.5	1.55	1.02	2.29	1.32	30.94
TX-09	1993	1.16	1.37	2.19	1.66	4.34	5.98	0.04	0.5	1.53	1.38	0.55	0.94	21.65
TX-09	1994	1.59	0.83	3.45	2.15	3.04	3.47	0.87	1.21	2.62	4.09	0.35	2.06	25.71
TX-09	1995	0.39	0.88	2.04	1.16	3.23	2.53	1.22	2.5	3.49	1.7	3.02	1.05	23.2
TX-09	1996	0	0.2	0.5	0.9	0.83	1.75	1.5	4.31	2.64	1.18	1.31	0.55	15.68
TX-09	1997	0.51	1.31	2.86	4.21	4.84	5.39	0.56	0.96	2.47	4.22	1.84	0.71	29.88
TX-09	1998	1.08	2.95	1.81	0.34	0.05	0.75	0.62	6.08	4.16	5.78	2.51	0.46	26.58
TX-09	1999	0.18	0.17	3.15	0.75	2.18	3.55	2.03	4.56	1.57	1.44	0.2	0.52	20.32
TX-09	2000	0.88	1.11	1.92	0.93	2.96	3.25	0.24	0.59	1.35	3.7	3.75	0.96	21.64
TX-09	2001	1.62	0.54	1.91	0.7	1.78	1.03	0.94	3.74	3.29	0.46	3.89	1.87	21.75
TX-09	2002	0.09	0.26	0.33	0.98	1.79	1.64	9.7	1.09	7.84	5.19	2.06	1.63	32.59
TX-09	2003	1.01	2.22	1.51	0.5	0.46	3.44	5.87	1.12	7.49	4.61	1.01	0.25	29.5
TX-09	2004	1.56	1.67	2.6	5.17	2.43	6.1	1.26	3.35	3.16	1.97	3.85	0.33	33.47
TX-09	2005	1.4	2.22	1.85	0.23	2.22	0.69	2.97	0.71	1.5	2.64	0.47	0.35	17.25
TX-09	2006	0.21	0.2	0.5	0.58	2.04	1.33	3.14	0.37	5.93	1.42	0.1	2.65	18.46
TX-09	2007	4.12	0.13	3.93	1.61	5.86	5.43	9.8	2.24	2.94	0.63	0.71	0.25	37.64
TX-09	2008	0.73	0.14	1.07	1.41	1.79	0.33	5.23	4.82	1.69	0.97	0.21	0.33	18.72
TX-09	2009	0.14	0.18	0.91	1.21	2.03	0.4	0.74	0.46	5.24	3.17	2.21	2.36	19.05
TX-09	2010	2.57	3.08	0.91	4.53	3.24	2.36	5.16	0.39	6.52	0.07	0.57	0.22	29.61
TX-09	2011	1.99	0.16	0.13	0.02	1.07	1.02	0.88	0.37	1.03	1.86	0.46	2.31	11.31
TX-09	2012	0.7	1.76	2.38	0.7	3.47	0.46	2.46	0.57	4.39	0.55	0.43	0.16	18.02
TX-09	2013	1.44	1.01	0.16	1.82	2.91	2.42	1.9	1.27	4.76	2.89	1.48	0.94	23.01
TX-09	2014	0.26	0.45	1.53	0.36	3.49	1.95	1.43	1.04	4.63	1.15	3.11	0.98	20.37
TX-09	2015	1.5	0.81	4.25	4.23	7.97	2.85	0.64	0.76	1.42	4.86	1.72	0.53	31.54
TX-09	2016	1.93	1.13	2.72	1.33	-999	-999	-999	-999	-999	-999	-999	-999	-999
TX-10	1895	0.52	1.92	0.99	0.68	4.63	4.1	0.28	2.33	2.82	1.27	2.16	0.46	22.17
TX-10	1896	1.52	1.9	0.59	1.19	0.97	1.47	1.61	0.65	4.02	3.3	0.89	0.92	19.02
TX-10	1897	1.03	0.1	0.81	1.33	1.53	1.77	0.44	2.22	1.42	2.71	0.69	1.05	15.1
TX-10	1898	0.52	0.9	1.14	1.28	1.28	2.33	0.97	1.59	2.44	0.53	1.39	0.61	14.97
TX-10	1899	1.06	0.45	0.25	1.79	1.29	3.56	1.83	0.21	2.11	5.37	1.67	1.7	21.29
TX-10	1900	1.72	0.56	2.24	2.78	2.19	0.7	3.01	1.44	1.22	2.27	0.44	1.24	19.81
TX-10	1901	0.39	0.55	0.11	0.62	1.19	1.16	2.64	0.88	5.37	0.88	0.9	0.43	15.11
TX-10	1902	0.94	0.94	0.11	1.02	2.33	0.69	0.76	0	5.43	1.31	3.11	1.35	17.99
TX-10	1903	2.16	2.91	4.21	0.77	1.78	5.32	4.89	2.42	1.69	1.61	0.11	0.59	28.48
TX-10	1904	0.18	0.58	0.3	1.77	3.09	2.38	3.54	1.78	5.31	2.42	1.01	1.14	23.51
TX-10	1905	0.92	2.1	2.25	2.54	1.88	2.78	1.16	0.7	3.22	1.8	3.27	2.64	25.26
TX-10	1906	0.35	1.71	0.84	2.38	1.54	1.87	1.9	3.8	2.63	3.19	1.43	0.79	22.44
TX-10	1907	0.32	0.74	0.76	1.63	3.26	0.44	1.82	0.77	1.42	1.76	2.45	1	16.38
TX-10	1908	0.62	0.69	0.62	4	1.67	1.77	1.95	1.7	3.24	2.22	2.76	0.95	22.19
TX-10	1909	0.04	0.68	0.21	0.94	3.34	2.88	1.76	5.43	0.91	0.49	0.78	1.52	18.97
TX-10	1910	0.55	0.29	0.91	1.54	2.3	0.79	0.51	3.1	7.1	2.15	0.2	0.98	20.41
TX-10	1911	0.43	1.47	1.68	2.74	2.04	0.57	1.02	0.58	2.2	1.33	1.44	2.16	17.66
TX-10	1912	1.82	1.21	0.32	2.46	1.55	8.39	0.17	0.23	1.74	7.33	1.15	1.59	27.96
TX-10	1913	1.54	1.26	1.36	0.75	1.71	5.26	1.02	0.9	8.42	1.44	1.19	1.63	26.48
TX-10	1914	0.12	1.06	1.19	2.17	8.45	0.54	0.13	1.25	1.7	3.93	4.48	1.64	26.64
TX-10	1915	3.63	0.15	2.93	1.21	1.53	0.38	0.65	2.18	2.79	0.96	0.14	1.52	18.07
TX-10	1916	1.2	0.06	0.04	0.71	0.67	1.09	5.69	6.55	2.95	2.46	1.61	0.87	23.89
TX-10	1917	0.34	0.39	0.87	0.46	2.81	0.54	2.41	0.68	1.33	0.53	0.25	0.12	10.73
TX-10	1918	0.06	0.56	0.75	2.44	2.82	1.9	0.95	0.87	1.9	2.37	2.14	3.24	20.01
TX-10	1919	3.63	0.86	0.7	1.32	2.63	4.39	5.13	0.35	5.81	3.9	0.96	0.99	30.68
TX-10	1920	1.29	0.56	0.4	0.08	2.72	4.13	0.74	0.65	0.63	3.59	1.94	0.04	16.76
TX-10	1921	0.98	0.63	1.4	1.8	1.6	2.57	1.88	0.58	4.19	1.06	1.06	0.19	17.93
TX-10	1922	1.35	1.13	1.46	0.97	3.33	4.75	1.02	1.03	9.98	1.42	4.22	0.13	30.79
TX-10	1923	0.14	7.15	1.56	0.45	0.31	1.65	1.24	0.67	4.44	5.41	1.91	3.34	28.26
TX-10	1924	2.71	0.8	0.3	0.28	5.98	3.27	0.86	0.33	4.35	2.33	0.08	2.74	24.05
TX-10	1925	0.34	0.06	2.1	0.66	0.87	2.36	0.14	2.24	10.18	1.54	0.65	4.8	25.94
TX-10	1926	2.37	0.09	2.33	1.36	2.63	3.47	3.3	1.19	2.17	2.08	1.05	2.74	24.77
TX-10	1927	0.55	0.9	0.38	1.22	0.93	4.82	1.65	0.33	2.41	1.82	0.56	1.05	16.63
TX-10	1928	0.96	1.56	0.2	1.23	5.8	2.39	0.47	0.73	7.49	1.08	3.18	1.58	26.68
TX-10	1929	0.7	0.16	1.21	1.89	5.74	1.18	2.34	2.13	2.87	2.33	3.02	1.07	24.63
TX-10	1930	0.55	1.05	1.34	2.76	4.87	3.59	1.06	0.19	2.38	7.3	3.75	0.46	29.3
TX-10	1931	4.57	0.87	0.99	1.01	2.34	2.67	3.79	2.52	1.84	1.23	1.08	2.31	25.23
TX-10	1932	1.91	1.14	1.88	2.8	1.48	2.46	1.19	2.43	7.51	3.32	0.72	1.04	27.89
TX-10	1933	0.51	1.21	0.48	0.84	3.7	1.43	5.34	5.47	10.75	3.03	1.68	0.28	34.72
TX-10	1934	4.87	0.61	1.16	1.36	0.87	0.51	3.91	0.92	4.77	0.71	1.15	1.85	22.69
TX-10	1935	0.9	0.97	0.68	2.04	4.55	5.67	1.49	0.69	6.1	2.1	1.01	3.14	29.33
TX-10	1936	0.42	1.06	0.84	1.7	4.56	0.99	3.9	5.08	6.76	0.86	0.58	2.19	28.93
TX-10	1937	1.69	0.91	0.88	0.44	3.95	0.55	3.5	0.71	1.45	2.61	0.89	5.38	22.97
TX-10	1938	1.29	0.62	2.04	1.36	1.41	1.88	0.34	5.02	1.61	0.4	0.88	1.53	18.37
TX-10	1939	1.43	0.23	0.43	1.72	3.11	4.53	0.95	1.06	2.76	0.89	0.22	0.37	17.7
TX-10	1940	0.34	0.3	4.23	0.13	2.76	2.91	2.32	0.99	2.06	2.11	1.63	6.51	26.3
TX-10	1941	4.08	1.81	3.53	4.1	6.23	6.49	0.65	1.38	3.94	3.97	0.62	2.38	39.18
TX-10	1942	1.02	1.21	0.31	0.31	2.1	6.2	2.18	1.54	2.31	1.82	0.7	0.4	20.12
TX-10	1943	2.31	0.39	0.68	0.59	5.1	0.54	0.73	0.25	6.03	1.65	2.77	2.48	23.52
TX-10	1944	0.61	0.32	1.75	0.65	4.5	2	1.66	6.41	4.37	1.88	0.82	1.23	26.21
TX-10	1945	2.46	1.4	0.51	2.21	1.27	1.29	0.86	4.58	1.6	3.65	0.66	0.57	21.03
TX-10	1946	3.19	0.91	0.19	2.45	1.93	3.21	0.73	1.34	6.25	3.31	0.43	0.37	24.3
TX-10	1947	0.91	1.31	0.25	2.13	3.67	0.86	1.08	7.57	0.84	0.45	2.06	1.27	22.38
TX-10	1948	0.96	2.77	0.96	0.46	2.61	1.18	1.39	2.17	7.93	2.78	0.3	0.04	23.53
TX-10	1949	1	2.64	0.62	3.06	1.19	1.36	1.73	1.48	4.21	2.02	0.2	1.61	21.11
TX-10	1950	0.61	0.86	1.15	1.25	3.49	2.59	0.33	0.51	1.72	1.69	0.61	0.01	14.83
TX-10	1951	0.31	0.5	1.47	0.57	2.69	3.37	0.72	1.74	6.96	2.18	0.66	0.12	21.27
TX-10	1952	0.25	0.52	0.37	0.62	3.42	3.58	1.81	0.19	2.93	0.21	2.52	0.66	17.07
TX-10	1953	0.44	0.99	0.57	0.62	0.95	0.2	0.84	7.02	0.69	3.91	0.75	0.9	17.87
TX-10	1954	0.22	0.11	0.32	4.88	0.8	3.54	0.47	1.65	3.55	6.71	1.48	0.12	23.85
TX-10	1955	0.86	0.51	0.1	0.23	0.94	0.25	2.88	2.4	7.94	1.7	1.27	0.3	19.36
TX-10	1956	0.11	0.82	0.48	2.92	1.31	1.61	0.56	0.56	1.98	1.56	0.48	0.45	12.84
TX-10	1957	0.22	2.88	2.42	3.3	1.91	4.59	0.11	0.76	1.58	0.75	3.23	0.97	22.73
TX-10	1958	6.56	4.78	0.75	0.13	1.53	2.17	1.62	0.31	5.68	11.18	1.33	1.5	37.53
TX-10	1959	1.92	2.56	0.31	1.6	1.38	2.9	0.65	1.4	0.73	3.83	1.73	0.43	19.44
TX-10	1960	0.79	1.31	0.88	2.91	1.6	1.99	0.63	4.85	4.78	4.02	1.39	2.89	28.04
TX-10	1961	1.4	0.63	0.03	2.44	0.51	2.95	2.06	2.61	7.6	0.61	1.24	0.49	22.57
TX-10	1962	0.61	0.07	1.24	0.91	1.05	4.06	0.01	0.46	2.61	1.44	1.23	2.01	15.7
TX-10	1963	0.19	0.63	0.07	0.26	3.92	2.35	1.8	0.86	4.08	2.94	2.3	2.27	21.67
TX-10	1964	0.43	1.21	0.15	1.12	3.95	1.14	0.71	0.17	3.58	0.48	0.87	1.6	15.41
TX-10	1965	0.51	1.99	0.44	0.32	3.62	0.73	0.67	1.64	4.04	2.2	2.69	3.85	22.69
TX-10	1966	3.1	1.22	0.73	3.12	7.36	4.92	0.75	1.27	0.97	5.65	0.13	0.28	29.5
TX-10	1967	1.82	0.94	0.63	0.6	1.73	1.55	0.61	6.32	16.82	3.71	2.48	1.68	38.89
TX-10	1968	3.02	1.34	0.92	1.45	4.02	3.87	2.37	1.35	3.06	3.18	0.47	0.4	25.44
TX-10	1969	0.62	2.18	0.74	0.29	3.14	0.68	0.2	3.88	4.48	1.45	2.16	0.37	20.2
TX-10	1970	3.35	0.7	0.61	1.37	5.45	3.55	2.17	2.03	6.26	2.6	0.17	0.19	28.44
TX-10	1971	0.2	0.73	0.02	1.56	1.43	2.9	1.4	3.59	10.55	3.25	0.63	1.31	27.56
TX-10	1972	0.57	1.58	2.23	1.4	3.97	6.96	3.01	1.1	3.15	1.39	1.73	0.34	27.42
TX-10	1973	4.01	4.79	0.15	0.83	1.21	7.67	0.85	4.69	6.69	4.4	1.46	0.46	37.21
TX-10	1974	1.12	0.03	1.75	1.47	1.38	1.99	2.22	0.73	6.77	4.81	0.55	0.7	23.53
TX-10	1975	1.15	0.61	0.12	0.25	2.95	2.45	6.96	5.16	6.77	1.5	0.4	1.29	29.63
TX-10	1976	0.65	0.01	0.85	5.09	2.14	1.4	8.3	2.69	4	6.5	3.72	1.73	37.1
TX-10	1977	1.62	1.85	0.14	2.83	1.32	4.65	0.76	1.76	3.52	1.83	2.11	0.16	22.55
TX-10	1978	3.15	0.97	0.03	1.27	0.49	2.26	1.51	2.3	6.82	3.53	0.77	1.85	24.96
TX-10	1979	1.25	0.99	0.19	3.5	1.59	3.63	1.07	4.22	4.95	0.81	0.37	2.97	25.54
TX-10	1980	0.53	1.35	0.23	0.07	3.24	0.2	0.48	7.85	2.56	2.71	2.4	0.79	22.41
TX-10	1981	2.8	0.81	2.5	2.48	5.68	3.26	2.4	4.53	1.9	3.79	0.54	0.36	31.04
TX-10	1982	0.07	3.5	0.17	1.14	7.43	0.17	0.14	0.91	1.14	1.76	1.64	1.95	20.03
TX-10	1983	0.87	4.99	1.02	0	1.71	2.49	5.43	2.04	4.5	2.29	1.45	0.71	27.52
TX-10	1984	4.31	0.79	0.12	0.08	3.05	1.14	1.63	0.95	11.24	1.61	0.27	1.78	26.97
TX-10	1985	1.66	1.36	0.98	1.45	3.85	3.66	1.72	1.22	5.47	2.75	0.72	0.9	25.75
TX-10	1986	0.73	1.41	0.29	0.97	4.21	3.34	0.64	1.37	2.06	2.78	3.41	3.83	25.04
TX-10	1987	2.47	2.56	0.68	0.95	3.38	5.47	2.76	0.78	4.43	1.39	2.07	0.41	27.35
TX-10	1988	3.11	2.03	1.16	0.54	0.71	1.41	1.87	2.64	5.3	1.54	0.33	0.19	20.82
TX-10	1989	1.25	0.35	0.09	2.53	0.5	2.19	2.09	1.46	1.64	1.06	0.71	2.09	15.98
TX-10	1990	0.51	1.57	1.13	2.44	2.28	0.69	1.13	1.64	3.7	1.22	0.97	0.57	17.86
TX-10	1991	0.81	2.41	0.33	4.57	3.6	3.44	1.8	0.96	5.73	2.83	0.47	2.52	29.47
TX-10	1992	3.82	2.1	0.39	4.42	6.02	1.07	0.84	2.06	4.19	1.56	3.12	1.15	30.75
TX-10	1993	0.86	1.58	2.17	0.92	4.36	8.35	0.06	0.26	3.07	2.17	1.2	1.6	26.59
TX-10	1994	2.06	0.36	1.94	0.9	2.29	3.47	0.36	1.88	3.86	2.78	0.45	2.32	22.67
TX-10	1995	0.55	0.3	1.17	1.05	2.43	2.14	0.71	5.44	2.55	5.54	3.13	1.64	26.65
TX-10	1996	0.05	0.11	1.36	0.84	0.48	1.67	0.29	4.3	3.79	4.61	0.79	0.49	18.78
TX-10	1997	0.68	0.71	6.21	4.27	3.02	1.78	0.13	0.53	3.32	8.23	1.19	0.48	30.55
TX-10	1998	0.33	3.09	0.8	0.13	0	0.28	0.41	1.24	9.5	5.53	3.07	0.52	24.89
TX-10	1999	0.23	0.88	2.28	0.18	2.05	1.98	3.73	4.11	3.61	1.24	0.62	0.43	21.34
TX-10	2000	1.03	0.49	2.01	0.65	2.27	2.33	0.44	2.44	1.14	2.87	0.93	1	17.62
TX-10	2001	0.75	1.4	0.62	1.32	0.71	2.82	1.41	2.69	4.5	0.78	2.27	1.02	20.28
TX-10	2002	0.18	0.5	0.21	0.53	1.63	1.51	1.49	0.78	6.75	6.78	4.55	0.99	25.91
TX-10	2003	0.9	0.97	1.4	1.3	0.39	2.12	2.07	2.66	10.72	6.68	1.31	0.14	30.66
TX-10	2004	1.42	0.83	2.57	3.59	2.24	5.26	0.42	1.7	4.83	1.85	1.12	0.84	26.67
TX-10	2005	0.78	1.22	0.52	0.09	1.3	0.38	4.5	0.95	2.72	2.61	1.28	0.89	17.23
TX-10	2006	0.22	0.21	0.47	0.08	1.71	1.83	3.02	0.87	6.45	3.17	0.31	2.68	21.01
TX-10	2007	2.3	0.54	1.53	1.11	3.54	2.59	8.45	2.47	3.91	1.31	0.43	0.23	28.41
TX-10	2008	1.58	0.26	0.13	1.66	1.02	0.48	11.32	4.33	6.24	1.33	1.06	0.24	29.67
TX-10	2009	0.15	0.51	0.39	0.17	2.05	1.1	0.22	0.57	5.68	2.81	1.03	5.01	19.69
TX-10	2010	0.72	3.32	0.41	3.14	2.12	4.36	7.85	0.34	8.33	0.04	0.09	0.07	30.78
TX-10	2011	1.91	0.07	0.18	0	0.39	3.95	1.23	0.5	1.13	0.61	0.21	1.69	11.88
TX-10	2012	0.32	3.4	1.18	0.89	1.69	0.94	1.67	0.92	2.1	0.93	0.86	0.39	15.29
TX-10	2013	1.3	0.12	0.06	2.07	1.54	0.85	1.6	1.21	6.39	0.7	3.5	2.84	22.19
TX-10	2014	1.02	0.2	1.65	0.1	1.91	0.65	0.96	2.1	7.74	1.11	4.07	1.55	23.08
TX-10	2015	2.11	0.94	3.63	3.43	5.23	2.86	1.05	2.09	3.28	7.46	1.36	0.21	33.65
TX-10	2016	1.41	0.05	2.08	0.95	-999	-999	-999	-999	-999	-999	-999	-999	-999
UT-01	1895	1.09	0.81	1.14	0.65	1.18	0.22	0.43	0.31	0.56	0.33	0.78	0.49	7.99
UT-01	1896	0.64	0.22	0.75	1.01	1.36	0.16	1.34	0.81	0.37	0.42	0.74	0.28	8.09
UT-01	1897	0.84	1.27	1.29	0.58	0.35	0.23	0.4	0.33	0.87	1.6	0.63	0.64	9.05
UT-01	1898	0.62	0.29	1.02	0.59	2.53	0.62	0.4	0.47	0.08	0.49	0.68	0.34	8.14
UT-01	1899	0.64	0.78	1.51	0.43	0.75	0.52	0.51	0.69	0.04	1.08	0.43	0.66	8.05
UT-01	1900	0.29	0.38	0.13	2.31	0.33	0.13	0.2	0.24	0.92	0.74	0.8	0.15	6.65
UT-01	1901	0.42	1.33	0.62	0.65	1.16	0.3	0.32	1.32	0.18	0.91	0.22	0.71	8.14
UT-01	1902	0.41	0.6	0.89	0.85	0.44	0.12	0.32	0.27	0.39	0.26	1.03	0.57	6.15
UT-01	1903	0.94	0.59	0.8	0.97	1.45	0.3	0.2	0.37	0.52	0.6	0.52	0.25	7.5
UT-01	1904	0.66	1.36	1.91	0.68	1.26	0.42	0.54	0.84	0.4	0.88	0	0.45	9.4
UT-01	1905	0.42	1.07	1.34	1.01	1.55	0.24	0.3	0.77	1.27	0.23	0.94	0.4	9.55
UT-01	1906	0.81	0.65	2.01	1.57	1.68	0.75	0.61	1.65	0.83	0.28	1.11	0.97	12.92
UT-01	1907	1.55	1.12	1.41	0.62	1.41	1.44	0.44	0.94	0.35	0.91	0.24	1.05	11.48
UT-01	1908	0.53	0.76	0.63	0.34	1.85	1.08	0.76	0.92	1.4	1.62	0.36	0.43	10.69
UT-01	1909	1.37	1.13	0.83	0.82	0.85	0.15	0.8	1.79	1.22	0.29	1.46	1.02	11.73
UT-01	1910	1.11	0.65	0.46	0.32	0.39	0.14	0.84	0.49	1.03	0.88	0.52	0.75	7.59
UT-01	1911	1.51	0.92	0.95	0.6	0.58	0.87	0.62	0.16	1.15	0.73	0.43	0.46	8.99
UT-01	1912	0.64	0.53	1.69	1.21	0.67	0.42	0.95	0.65	0.56	2.31	0.56	0.24	10.44
UT-01	1913	0.4	0.7	0.59	0.67	0.59	1.69	1.01	0.82	0.86	0.64	1.22	0.73	9.92
UT-01	1914	1.46	0.57	0.46	1.66	0.46	1.62	1.36	0.37	0.46	0.74	0.07	0.34	9.57
UT-01	1915	0.74	1.54	0.58	1.38	1.7	0.54	0.43	0.17	1.04	0.13	0.58	0.66	9.49
UT-01	1916	1.89	0.8	1.14	0.39	0.54	0.24	1.02	0.8	0.31	1.9	0.27	0.95	10.25
UT-01	1917	0.68	0.81	0.61	1	2.05	0.1	0.94	0.4	0.68	0.04	0.64	0.2	8.16
UT-01	1918	0.94	0.67	0.98	0.51	1	0.77	1.1	0.36	0.99	0.92	0.56	0.59	9.37
UT-01	1919	0.08	1.05	0.69	0.61	0.65	0.06	0.45	0.52	1.32	0.83	0.77	0.61	7.64
UT-01	1920	0.47	0.64	1.62	1.48	1.3	0.4	0.6	1.01	0.5	2.04	0.52	0.77	11.35
UT-01	1921	0.83	0.56	0.72	1.68	1.79	0.25	0.76	1.15	0.33	0.79	0.35	1.37	10.56
UT-01	1922	1	0.91	0.75	1.32	0.98	0.39	0.6	1.59	0.09	0.51	0.94	0.9	9.97
UT-01	1923	0.87	0.47	0.65	1.58	1.18	0.75	0.78	1.01	0.76	1.3	0.35	0.56	10.26
UT-01	1924	0.25	0.25	1.22	0.46	0.56	0.13	0.55	0.37	0.5	1.12	0.55	1.12	7.08
UT-01	1925	0.34	0.66	0.77	0.98	0.7	2.04	0.99	1.02	1	0.88	0.73	0.35	10.46
UT-01	1926	0.38	0.83	0.52	1.03	0.99	0.25	0.86	0.73	0.45	0.16	0.79	0.65	7.64
UT-01	1927	0.51	0.98	1.11	0.93	0.82	0.57	0.51	0.89	0.75	0.93	1	0.56	9.57
UT-01	1928	0.28	0.44	1.2	0.43	0.85	0.7	0.46	0.36	0.11	0.76	0.67	0.53	6.79
UT-01	1929	0.86	0.66	0.93	1.31	0.25	0.77	0.68	1.19	1.26	0.3	0.08	0.29	8.59
UT-01	1930	0.87	0.76	0.67	0.62	1.6	0.39	0.65	2.44	0.96	1.17	0.78	0.17	11.07
UT-01	1931	0.21	0.49	0.45	0.6	0.68	0.22	0.52	0.66	0.4	0.57	0.84	0.8	6.45
UT-01	1932	0.78	0.98	0.71	1.21	0.77	1.13	1	1.19	0.14	0.31	0.21	0.68	9.11
UT-01	1933	0.88	0.34	0.53	0.94	1.45	0.05	0.64	0.41	0.19	0.24	0.32	0.6	6.6
UT-01	1934	0.42	0.72	0.24	0.31	0.15	0.47	0.61	0.6	0.62	0.37	1	0.62	6.12
UT-01	1935	0.35	0.54	0.83	1.29	1.56	0.06	0.37	0.62	0.25	0.22	0.36	0.51	6.96
UT-01	1936	0.93	1.4	0.69	0.41	0.38	1.3	1.84	1.15	0.18	1.24	0.3	1.01	10.84
UT-01	1937	0.88	0.82	0.91	0.61	0.87	0.22	1.64	0.34	0.62	0.54	0.51	0.85	8.81
UT-01	1938	0.55	0.8	1.63	0.9	1.54	0.42	0.82	0.78	0.22	1.32	0.59	0.49	10.06
UT-01	1939	0.65	0.54	0.43	0.59	0.65	0.53	0.54	0.42	1.24	0.83	0.1	0.18	6.71
UT-01	1940	1.14	1.12	0.6	1.16	0.14	0.32	0.18	0.29	1.89	0.86	0.53	0.79	9.02
UT-01	1941	0.51	0.93	1.24	2.22	0.92	1.25	0.91	1.28	0.62	1.97	0.68	1.11	13.65
UT-01	1942	0.57	0.7	0.7	0.98	0.96	0.26	0.46	0.59	0.24	0.56	1.12	0.56	7.69
UT-01	1943	0.6	0.7	0.7	0.83	0.42	1.37	0.46	0.79	0.28	1.05	0.35	0.64	8.19
UT-01	1944	0.85	0.59	0.99	1.69	0.74	1.57	0.13	0.12	0.18	0.22	1.36	0.45	8.87
UT-01	1945	0.31	0.85	1.41	0.92	0.82	1.63	0.59	1.5	0.54	0.83	0.82	0.77	11
UT-01	1946	0.47	0.22	1.04	0.79	1.21	0.1	0.71	0.84	0.22	2.71	1.31	0.78	10.4
UT-01	1947	0.34	0.31	0.44	1.16	1.28	1.35	0.19	1.17	0.78	0.89	0.76	0.83	9.49
UT-01	1948	0.25	0.62	0.89	0.75	0.3	1.09	0.2	0.58	0.49	0.53	0.42	1.03	7.13
UT-01	1949	1.47	0.68	0.86	0.42	1.42	0.85	0.48	0.38	0.39	1.05	0.39	0.84	9.23
UT-01	1950	1.02	0.3	0.67	0.45	0.92	0.3	0.82	0.16	0.52	0.36	0.78	0.56	6.86
UT-01	1951	0.76	0.53	0.49	1.28	1	0.25	0.8	1.18	0.18	0.81	0.9	1.3	9.47
UT-01	1952	0.96	0.56	1.44	0.86	0.57	0.74	0.73	0.74	0.14	0	0.57	0.48	7.8
UT-01	1953	0.76	0.37	0.52	1.04	0.68	0.41	0.81	0.59	0.1	0.69	0.26	0.36	6.58
UT-01	1954	0.87	0.28	1.13	0.46	0.59	0.83	0.6	0.38	0.67	0.5	0.59	0.47	7.36
UT-01	1955	0.69	0.66	0.17	0.45	0.81	0.99	0.66	1.57	0.49	0.32	0.54	0.76	8.12
UT-01	1956	1.17	0.49	0.11	0.79	1.31	0.3	0.49	0.13	0.11	0.67	0.11	0.43	6.11
UT-01	1957	0.87	0.38	0.92	1.14	2.38	0.75	0.35	0.51	0.09	0.87	1.06	0.49	9.81
UT-01	1958	0.45	0.92	1.36	0.72	0.55	0.21	0.23	0.71	0.45	0.06	0.8	0.22	6.7
UT-01	1959	0.51	0.88	0.49	0.47	1.03	0.56	0.31	1.02	0.92	0.23	0.08	0.77	7.28
UT-01	1960	0.49	0.77	0.71	0.55	0.38	0.26	0.36	0.36	0.57	0.96	1.01	0.21	6.62
UT-01	1961	0.16	0.44	1.06	0.6	0.6	0.25	0.67	1.26	1.33	0.96	0.6	0.56	8.49
UT-01	1962	0.58	1.31	0.78	0.68	1.28	0.7	0.54	0.15	0.36	0.66	0.22	0.26	7.52
UT-01	1963	0.49	0.58	0.77	1.77	0.56	2.07	0.14	0.98	1.26	0.59	1.33	0.33	10.88
